Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1900,Paris,Athlétisme,Athlétisme, Alfred Tysoe,Royaume-Uni,Men,800M,Or
1900,Paris,Athlétisme,Athlétisme, John Cregan,États-Unis,Men,800M,Argent
1900,Paris,Athlétisme,Athlétisme, Richard Sheldon,États-Unis,Men,Lancer du disque,Bronze
1900,Paris,Athlétisme,Athlétisme, Rudolf Bauer,Hongrie,Men,Lancer du disque,Or
1900,Paris,Athlétisme,Athlétisme, Frantisek Janda,Bohême,Men,Lancer du disque,Argent
1900,Paris,Athlétisme,Athlétisme, Josiah Mccracken,États-Unis,Men,Lancer de marteau,Bronze
1900,Paris,Athlétisme,Athlétisme, John Jesus Flanagan,États-Unis,Men,Lancer de marteau,Or
1900,Paris,Athlétisme,Athlétisme, Thomas Truxton Hare,États-Unis,Men,Lancer de marteau,Argent
1900,Paris,Athlétisme,Athlétisme, Lajos Gönczy,Hongrie,Men,Saut en hauteur,Bronze
1900,Paris,Athlétisme,Athlétisme, Irving Baxter,États-Unis,Men,Saut en hauteur,Or
1900,Paris,Athlétisme,Athlétisme, Patrick Joseph Leahy,Royaume-Uni,Men,Saut en hauteur,Argent
1900,Paris,Athlétisme,Athlétisme, Lewis Pendleton Sheldon,États-Unis,Men,"Saut en hauteur, debout",Bronze
1900,Paris,Athlétisme,Athlétisme, Ray Ewry,États-Unis,Men,"Saut en hauteur, debout",Or
1900,Paris,Athlétisme,Athlétisme, Irving Baxter,États-Unis,Men,"Saut en hauteur, debout",Argent
1900,Paris,Athlétisme,Athlétisme, Patrick Joseph Leahy,Royaume-Uni,Men,Saut en longueur,Bronze
1900,Paris,Athlétisme,Athlétisme, Alvin Kraenzlein,États-Unis,Men,Saut en longueur,Or
1900,Paris,Athlétisme,Athlétisme, Meyer Prinstein,États-Unis,Men,Saut en longueur,Argent
1900,Paris,Athlétisme,Athlétisme, Emile Torcheboeuf,France,Men,"Saut en longueur, debout",Bronze
1900,Paris,Athlétisme,Athlétisme, Ray Ewry,États-Unis,Men,"Saut en longueur, debout",Or
1900,Paris,Athlétisme,Athlétisme, Irving Baxter,États-Unis,Men,"Saut en longueur, debout",Argent
1900,Paris,Athlétisme,Athlétisme, Ernst Fast,Suède,Men,Marathon,Bronze
1900,Paris,Athlétisme,Athlétisme, Michel Theato,France,Men,Marathon,Or
1900,Paris,Athlétisme,Athlétisme, Emile Champion,France,Men,Marathon,Argent
1900,Paris,Athlétisme,Athlétisme, Carl Albert Andersen,Norvège,Men,Saut à la perche,Bronze
1900,Paris,Athlétisme,Athlétisme, Irving Baxter,États-Unis,Men,Saut à la perche,Or
1900,Paris,Athlétisme,Athlétisme, Meredith Bright Colkett,États-Unis,Men,Saut à la perche,Argent
1900,Paris,Athlétisme,Athlétisme, Robert Garrett,États-Unis,Men,Lancer du poids,Bronze
1900,Paris,Athlétisme,Athlétisme, Richard Sheldon,États-Unis,Men,Lancer du poids,Or
1900,Paris,Athlétisme,Athlétisme, Josiah Mccracken,États-Unis,Men,Lancer du poids,Argent
1900,Paris,Athlétisme,Athlétisme, Lewis Pendleton Sheldon,États-Unis,Men,Triple saut,Bronze
1900,Paris,Athlétisme,Athlétisme, Meyer Prinstein,États-Unis,Men,Triple saut,Or
1900,Paris,Athlétisme,Athlétisme, James Connolly,États-Unis,Men,Triple saut,Argent
1900,Paris,Athlétisme,Athlétisme, Robert Garrett,États-Unis,Men,"Triple saut, debout",Bronze
1900,Paris,Athlétisme,Athlétisme, Ray Ewry,États-Unis,Men,"Triple saut, debout",Or
1900,Paris,Athlétisme,Athlétisme, Irving Baxter,États-Unis,Men,"Triple saut, debout",Argent
1900,Paris,Pelote basque,Pelote basque, José De Amezola Y Aspizua,Espagne,Men,Cesta Punta,Or
1900,Paris,Pelote basque,Pelote basque, Francisco Villota Baquiola,Espagne,Men,Cesta Punta,Or
1900,Paris,Pelote basque,Pelote basque, Maurice Durquetty,France,Men,Cesta Punta,Argent
1900,Paris,Pelote basque,Pelote basque,Etchegaray,France,Men,Cesta Punta,Argent
1900,Paris,Cricket,Cricket, Charles Beachcroft,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Arthur Ernest Birkett,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Alfred James Bowerman,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, George John Buckley,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Francis Romulus Burchell,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Frederick William Christian,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Harry Richard Corner,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Frederick Wlliam Cuming,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, William Stephen Donne,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Alfred James Powlesland,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, John Symes,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, Montagu Henry Toller,Royaume-Uni,Men,Cricket,Or
1900,Paris,Cricket,Cricket, W. Anderson,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, W.T. Attrill,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, J. Braid,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, W. Browning,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, R. Horne,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, T.H. Jordan,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, A. Mcevoy,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, D. Robinson,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, F. Roques,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, A.J. Schneidau,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, Henry John Terry,France,Men,Cricket,Argent
1900,Paris,Cricket,Cricket, P.H. Tomalin,France,Men,Cricket,Argent
1900,Paris,Croquet,Croquet,Aumoitte,France,Men,Double,Or
1900,Paris,Croquet,Croquet,Johin,France,Men,Double,Or
1900,Paris,Croquet,Croquet,Waydelich,France,Men,Individuel 1 balle,Bronze
1900,Paris,Croquet,Croquet,Aumoitte,France,Men,Individuel 1 balle,Or
1900,Paris,Croquet,Croquet,Johin,France,Men,Individuel 1 balle,Argent
1900,Paris,Croquet,Croquet,Sautreau,France,Men,Individuel 2 Balles,Bronze
1900,Paris,Croquet,Croquet,Waydelich,France,Men,Individuel 2 Balles,Or
1900,Paris,Croquet,Croquet,Vignerot,France,Men,Individuel 2 Balles,Argent
1900,Paris,Cyclisme,Piste cyclable, ..... Daumain,France,Men,25 Kilomètres,Bronze
1900,Paris,Cyclisme,Piste cyclable, Louis Bastien,France,Men,25 Kilomètres,Or
1900,Paris,Cyclisme,Piste cyclable, Louis Hildebrand,France,Men,25 Kilomètres,Argent
1900,Paris,Cyclisme,Piste cyclable, John Henry Lake,États-Unis,Men,Sprint Indivual,Bronze
1900,Paris,Cyclisme,Piste cyclable, Georges Taillandier,France,Men,Sprint Indivual,Or
1900,Paris,Cyclisme,Piste cyclable, Fernand Sanz,France,Men,Sprint Indivual,Argent
1900,Paris,Équitation,Sauter, Georges Van De Poele,Belgique,Men,Saut en hauteur,Bronze
1900,Paris,Équitation,Sauter, Dominique Maximien Garderes,France,Men,Saut en hauteur,Or
1900,Paris,Équitation,Sauter, Gian Giorgio Trissino,Italie,Men,Saut en hauteur,Or
1900,Paris,Équitation,Sauter, Louis De Champsavin,France,Men,Individuel,Bronze
1900,Paris,Équitation,Sauter, Aimé Haegeman,Belgique,Men,Individuel,Or
1900,Paris,Équitation,Sauter, Georges Van De Poele,Belgique,Men,Individuel,Argent
1900,Paris,Équitation,Sauter,De Bellegarde,France,Men,Saut en longueur individuel,Bronze
1900,Paris,Équitation,Sauter, Constant Van Langhendonck,Belgique,Men,Saut en longueur individuel,Or
1900,Paris,Équitation,Sauter, Gian Giorgio Trissino,Italie,Men,Saut en longueur individuel,Argent
1900,Paris,Clôture,Clôture, Léon See,France,Men,Épée individuelle,Bronze
1900,Paris,Clôture,Clôture, Ramon Fonst,Cuba,Men,Épée individuelle,Or
1900,Paris,Clôture,Clôture, Louis Perree,France,Men,Épée individuelle,Argent
1900,Paris,Clôture,Clôture, Léon See,France,Men,"Épée, Amateurs et Maîtres",Bronze
1900,Paris,Clôture,Clôture, Albert Ayat,France,Men,"Épée, Amateurs et Maîtres",Or
1900,Paris,Clôture,Clôture, Ramon Fonst,Cuba,Men,"Épée, Amateurs et Maîtres",Argent
1900,Paris,Clôture,Clôture, Henri Laurent,France,Men,"Épée, Maîtres",Bronze
1900,Paris,Clôture,Clôture, Albert Ayat,France,Men,"Épée, Maîtres",Or
1900,Paris,Clôture,Clôture, Emile Bougnol,France,Men,"Épée, Maîtres",Argent
1900,Paris,Clôture,Clôture, Marcel Jacques Boulenger,France,Men,Feuille individuelle,Bronze
1900,Paris,Clôture,Clôture, Emile Coste,France,Men,Feuille individuelle,Or
1900,Paris,Clôture,Clôture, Henri Masson,France,Men,Feuille individuelle,Argent
1900,Paris,Clôture,Clôture, Jean-Baptiste Mimiague,France,Men,"Feuille d'aluminium, maîtres",Bronze
1900,Paris,Clôture,Clôture, Lucien Merignac,France,Men,"Feuille d'aluminium, maîtres",Or
1900,Paris,Clôture,Clôture, Alphonse Kirchhoffer,France,Men,"Feuille d'aluminium, maîtres",Argent
1900,Paris,Clôture,Clôture, Siegfried Flesch,Autriche,Men,Sabre individuel,Bronze
1900,Paris,Clôture,Clôture, Georges De La Falaise,France,Men,Sabre individuel,Or
1900,Paris,Clôture,Clôture, Léon Thiebaut,France,Men,Sabre individuel,Argent
1900,Paris,Clôture,Clôture, Milan Neralic,Autriche,Men,"Sabre, Masters",Bronze
1900,Paris,Clôture,Clôture, Antonio Conte,Italie,Men,"Sabre, Masters",Or
1900,Paris,Clôture,Clôture, Italo Santelli,Italie,Men,"Sabre, Masters",Argent
1900,Paris,Football,Football, Albert Delbecque,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, R. Kelecom,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, Marcel Leboutte,Belgique,Men,Football,Bronze
1900,Paris,Football,Football,Londot,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, Ernest Moreau,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, E. Neefs,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, Georges Pelgrims,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, Alphonse Renier,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, E. Spannoghe,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, Erich Thornton,Belgique,Men,Football,Bronze
1900,Paris,Football,Football,Van Heuckelum,Belgique,Men,Football,Bronze
1900,Paris,Football,Football, Claude Percy Buckenham,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, T.E. Burridge,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, Alfred Ernest Chalk,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, William Sullivan Grosling,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, A. Haslam,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, J.H. Jones,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, J. Nicholas,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, William Francis Quash,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, F.G. Spackman,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, R.R. Turner,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, James Edward Zealley,Royaume-Uni,Men,Football,Or
1900,Paris,Football,Football, Pierre Allemane,France,Men,Football,Argent
1900,Paris,Football,Football,Bach,France,Men,Football,Argent
1900,Paris,Football,Football, Jean Bloch,France,Men,Football,Argent
1900,Paris,Football,Football, Fernand Canelle,France,Men,Football,Argent
1900,Paris,Football,Football,Duparc,France,Men,Football,Argent
1900,Paris,Football,Football,Fraysse,France,Men,Football,Argent
1900,Paris,Football,Football,Gaillard,France,Men,Football,Argent
1900,Paris,Football,Football, René Garnier,France,Men,Football,Argent
1900,Paris,Football,Football,Grandjean,France,Men,Football,Argent
1900,Paris,Football,Football,Huteau,France,Men,Football,Argent
1900,Paris,Football,Football,Lambert,France,Men,Football,Argent
1900,Paris,Football,Football,Macaire,France,Men,Football,Argent
1900,Paris,Football,Football,Peltier,France,Men,Football,Argent
1900,Paris,Golf,Golf, David Donaldson Robertson,Royaume-Uni,Men,Individuel,Bronze
1900,Paris,Golf,Golf, Charles Edward Sands,États-Unis,Men,Individuel,Or
1900,Paris,Golf,Golf, Walter Rutherford,Royaume-Uni,Men,Individuel,Argent
1900,Paris,Golf,Golf, Daria Pratt,États-Unis,Women,Individuel,Bronze
1900,Paris,Golf,Golf, Margaret Ives Abbott,États-Unis,Women,Individuel,Or
1900,Paris,Golf,Golf, Pauline Whittier,États-Unis,Women,Individuel,Argent
1900,Paris,Gymnastique,G. Artistique, Lucien Demanet,France,Men,Individuel tout-terrain,Bronze
1900,Paris,Gymnastique,G. Artistique, Gustave Sandras,France,Men,Individuel tout-terrain,Or
1900,Paris,Gymnastique,G. Artistique, Noël Bas,France,Men,Individuel tout-terrain,Argent
1900,Paris,Polo,Polo, Jean Boussod,Equipe mixte aux Jeux Olympiques,Men,Polo,Bronze
1900,Paris,Polo,Polo, Louis Duc De Bisaccia,Equipe mixte aux Jeux Olympiques,Men,Polo,Bronze
1900,Paris,Polo,Polo, A. Fauquet Lemaitre,Equipe mixte aux Jeux Olympiques,Men,Polo,Bronze
1900,Paris,Polo,Polo, Maurice Raoul-Duval,Equipe mixte aux Jeux Olympiques,Men,Polo,Bronze
1900,Paris,Polo,Polo, Dennis Daly,Equipe mixte aux Jeux Olympiques,Men,Polo,Or
1900,Paris,Polo,Polo, Foxhall Parker Keene,Equipe mixte aux Jeux Olympiques,Men,Polo,Or
1900,Paris,Polo,Polo, Frank Jay Mackey,Equipe mixte aux Jeux Olympiques,Men,Polo,Or
1900,Paris,Polo,Polo, Alfred Rawlinson,Equipe mixte aux Jeux Olympiques,Men,Polo,Or
1900,Paris,Polo,Polo, Walter Selby Buckmaster,Equipe mixte aux Jeux Olympiques,Men,Polo,Argent
1900,Paris,Polo,Polo, José Pierre M.J. Comte De Madre,Equipe mixte aux Jeux Olympiques,Men,Polo,Argent
1900,Paris,Polo,Polo, Frederick Maitland Freake,Equipe mixte aux Jeux Olympiques,Men,Polo,Argent
1900,Paris,Polo,Polo, Walter Adolph Mccreery,Equipe mixte aux Jeux Olympiques,Men,Polo,Argent
1900,Paris,Aviron,Aviron, Francois Antoine Brandt,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Hermanus Gerardus Brockmann,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Roelof Klein,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Ruud Gerbens Leegstra,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Walter Middelberg,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Hendrik Karel Offerhaus,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Walter Thijssen,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Henricus Tromp,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Johannes Wilhelmus Maria Van Dijk,Pays-Bas,Men,Huit avec barreur (8+),Bronze
1900,Paris,Aviron,Aviron, Louis Abell,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, William Carr,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, Harry Debaecke,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, John Exley,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, John Geiger,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, Edward Hedley,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, James Juvenal,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, Roscoe Lockwood,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, Edward Marsh,États-Unis,Men,Huit avec barreur (8+),Or
1900,Paris,Aviron,Aviron, Prospère Bruggeman,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Jules De Bisschop,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Oscar De Cock,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Oscar Charles De Somville,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Maurice Hemelsoet,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Frank Odberg,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Marcel Lucien Van Crombrugghe,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Alfred Van Landeghem,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Maurice Verdonck,Belgique,Men,Huit avec barreur (8+),Argent
1900,Paris,Aviron,Aviron, Wilhelm Carstens,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Ernst Felle,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Otto Fickeisen,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Julius Körner,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Franz Kröwerath,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Carl Lehle,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Adolf Möller,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Gustav Adolf Moths,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Hugo Rüster,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Hermann Wilker,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1900,Paris,Aviron,Aviron, Henri Bouckaert,France,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Jean Cau,France,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron,Charlot,France,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Emile Delchambre,France,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Carl Heinrich Gossler,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Gustav Ludwig Gossler,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Oscar Gossler,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Henri Hazebrouck,France,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Walther Katzenstein,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Waldemar Tietgens,Allemagne,Men,Coquille à quatre cornes avec barreur (4-),Or
1900,Paris,Aviron,Aviron, Hermanus Gerardus Brockmann,Pays-Bas,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Coenraad Christiaan Hiebendaai,Pays-Bas,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Gerhard Oswald Lotsy,Pays-Bas,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Paulus Jan Lotsy,Pays-Bas,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Georges Lumpp,France,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Charles Perrin,France,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Daniel Soubeyran,France,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Johannes Hester Lambertus Terwogt,Pays-Bas,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Emile Wegelin,France,Men,Coquille à quatre cornes avec barreur (4-),Argent
1900,Paris,Aviron,Aviron, Carlos Deltour,France,Men,Coquille à deux avec barreur (2+),Bronze
1900,Paris,Aviron,Aviron, Raoul Paoli,France,Men,Coquille à deux avec barreur (2+),Bronze
1900,Paris,Aviron,Aviron, Antoine Erneste Vedrenne,France,Men,Coquille à deux avec barreur (2+),Bronze
1900,Paris,Aviron,Aviron, Francois Antoine Brandt,Equipe mixte aux Jeux Olympiques,Men,Coquille à deux avec barreur (2+),Or
1900,Paris,Aviron,Aviron, Hermanus Gerardus Brockmann,Equipe mixte aux Jeux Olympiques,Men,Coquille à deux avec barreur (2+),Or
1900,Paris,Aviron,Aviron, Roelof Klein,Equipe mixte aux Jeux Olympiques,Men,Coquille à deux avec barreur (2+),Or
1900,Paris,Aviron,Aviron, Louis Martinet,France,Men,Coquille à deux avec barreur (2+),Argent
1900,Paris,Aviron,Aviron,Unknown Cox / Barreur Inconnu,France,Men,Coquille à deux avec barreur (2+),Argent
1900,Paris,Aviron,Aviron,Waleff,France,Men,Coquille à deux avec barreur (2+),Argent
1900,Paris,Aviron,Aviron, Saint-George Ashe,Royaume-Uni,Men,Sculls simples (1X),Bronze
1900,Paris,Aviron,Aviron, Henri Barrelet,France,Men,Sculls simples (1X),Or
1900,Paris,Aviron,Aviron, André Gaudin,France,Men,Sculls simples (1X),Argent
1900,Paris,Rugby,Rugby, Vladimir Aitoff,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, A. Albert,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Jean Binoche,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Jean Collas,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Jean Guy Gautier,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Auguste Giroux,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Charles Gondouin,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Constantin Henriquez De Zubierra,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Jean Herve,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Victor Lardanchet,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Hubert Lefebvre,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Joseph Olivier,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Alexandre Pharamond,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Frantz Reichel,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, André Rischmann,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Albert Roosevelt,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Emile Sarrade,France,Men,Rugby,Or
1900,Paris,Rugby,Rugby, Albert Amrhein,Allemagne,Men,Rugby,Argent
1900,Paris,Rugby,Rugby, F.C. Bayliss,Royaume-Uni,Men,Rugby,Argent
